personid,post,performance,age,tenure,grosswage,children,bedroom,commute,men,married,wfh
38040,0,.15841934,22,11,2.4195065,0,yes,120,0,1,1
38040,1,.11088655,22,11,2.4195065,0,yes,120,0,1,1
38042,0,-.49006405,20,11,2.1565979,0,yes,180,0,0,1
38042,1,-.94148272,20,11,2.1565979,0,yes,180,0,0,1
38052,0,.05756535,18,11,2.0711598,0,yes,90,0,0,1
38052,1,-.08543276,18,11,2.0711598,0,yes,90,0,0,1
38070,0,-.17907135,18,11,2.1282835,0,yes,180,0,0,1
38070,1,-.8491447,18,11,2.1282835,0,yes,180,0,0,1
38076,0,-.48474342,23,11,3.7066898,0,yes,60,1,0,0
38076,1,-.54460454,23,11,3.7066898,0,yes,60,1,0,0
38290,0,-.087636046,21,11,2.2940667,0,yes,20,0,0,1
38290,1,.31043136,21,11,2.2940667,0,yes,20,0,0,1
38566,0,.22880225,22,10,2.6179056,0,yes,300,0,1,1
38566,1,.6470803,22,10,2.6179056,0,yes,300,0,1,1
38580,0,.82021827,22,10,3.1737044,0,yes,150,0,0,1
38580,1,.87686503,22,10,3.1737044,0,yes,150,0,0,1
38712,0,.10436352,22,10,2.408632,0,yes,60,0,0,1
38712,1,.34279171,22,10,2.408632,0,yes,60,0,0,1
38868,0,.1628156,22,10,2.5090065,0,yes,93,1,0,0
38868,1,-.82208472,22,10,2.5090065,0,yes,93,1,0,0
38874,0,-.35031548,19,10,1.9677378,0,yes,240,1,0,0
38874,1,-.66343099,19,10,1.9677378,0,yes,240,1,0,0
38878,0,.63494962,25,10,2.7521698,0,yes,180,0,0,1
38878,1,.82852674,25,10,2.7521698,0,yes,180,0,0,1
38888,0,-.046171516,19,10,2.2233968,0,yes,240,0,0,0
38888,1,-.12053904,19,10,2.2233968,0,yes,240,0,0,0
38896,0,-.53018248,18,10,2.0856776,0,yes,20,0,0,0
38896,1,-.54123527,18,10,2.0856776,0,yes,20,0,0,0
38898,0,.1211164,22,10,2.3294411,0,yes,30,0,0,1
38898,1,.37091333,22,10,2.3294411,0,yes,30,0,0,1
39048,0,.22100209,22,10,2.6040044,0,yes,50,1,0,0
39048,1,-.6931107,22,10,2.6040044,0,yes,50,1,0,0
39094,0,-.33216351,22,10,2.432162,0,yes,60,1,0,0
39094,1,-1.0994827,22,10,2.432162,0,yes,60,1,0,0
39096,0,.23334491,25,10,2.4575953,0,yes,200,1,0,1
39096,1,.022200564,25,10,2.4575953,0,yes,200,1,0,1
39098,0,-.0036299881,22,10,2.4851246,0,yes,90,0,0,0
39098,1,-1.0216494,22,10,2.4851246,0,yes,90,0,0,0
39116,0,.39843991,18,10,2.3208389,0,yes,90,0,0,0
39116,1,.19990185,18,10,2.3208389,0,yes,90,0,0,0
39136,0,-.40298349,18,10,2.141531,0,yes,300,0,0,0
39136,1,-.56881392,18,10,2.141531,0,yes,300,0,0,0
39430,0,-.023632925,22,9,2.5638165,0,yes,150,0,0,0
39430,1,-.73197705,22,9,2.5638165,0,yes,150,0,0,0
39500,0,-.34726763,24,9,2.4607244,0,yes,110,1,0,0
39500,1,-.72484469,24,9,2.4607244,0,yes,110,1,0,0
39512,0,.2523199,19,9,2.7819822,0,yes,120,0,0,1
39512,1,.20290641,19,9,2.7819822,0,yes,120,0,0,1
39516,0,.39960328,23,9,2.7643232,0,yes,90,0,0,0
39516,1,.10740677,23,9,2.7643232,0,yes,90,0,0,0
39524,0,-.027632469,21,9,2.1915989,0,yes,20,1,0,0
39524,1,-.6448549,21,9,2.1915989,0,yes,20,1,0,0
39530,0,-.12125172,21,9,2.7322366,0,yes,180,0,0,1
39530,1,-1.3469224,21,9,2.7322366,0,yes,180,0,0,1
39540,0,1.1229138,20,9,3.392601,0,yes,180,1,0,0
39540,1,.091564082,20,9,3.392601,0,yes,180,1,0,0
39548,0,-.097418249,26,9,2.2523489,0,yes,120,0,0,1
39548,1,.0097517334,26,9,2.2523489,0,yes,120,0,0,1
39626,0,.38962492,21,9,2.5800779,0,yes,35,0,0,0
39626,1,.084330678,21,9,2.5800779,0,yes,35,0,0,0
39634,0,1.5389206,20,9,3.3516254,0,yes,28,0,0,1
39634,1,1.2433604,20,9,3.3516254,0,yes,28,0,0,1
39754,0,-.17670363,21,9,2.9838223,0,yes,40,1,0,0
39754,1,-1.022216,21,9,2.9838223,0,yes,40,1,0,0
39798,0,-.074847013,18,9,1.9838089,0,yes,30,1,0,0
39798,1,-.80254072,18,9,1.9838089,0,yes,30,1,0,0
39938,0,1.1988701,23,9,2.7840788,0,yes,60,0,0,0
39938,1,-.0027852955,23,9,2.7840788,0,yes,60,0,0,0
39942,0,-.64123964,28,9,2.2076132,1,yes,100,1,1,1
39942,1,.043762628,28,9,2.2076132,1,yes,100,1,1,1
39972,0,.15967765,23,9,2.5542045,0,yes,40,0,0,0
39972,1,.26440516,23,9,2.5542045,0,yes,40,0,0,0
39990,0,-.29207823,24,9,2.6146433,0,yes,40,1,0,1
39990,1,-.34643254,24,9,2.6146433,0,yes,40,1,0,1
40018,0,.017773999,22,9,2.4765911,0,yes,120,0,0,0
40018,1,-.24237356,22,9,2.4765911,0,yes,120,0,0,0
40062,0,.24164101,23,9,2.2496743,0,yes,170,0,1,1
40062,1,-.13622242,23,9,2.2496743,0,yes,170,0,1,1
40164,0,.56958377,22,8,2.7391,0,yes,180,0,0,1
40164,1,-.24900542,22,8,2.7391,0,yes,180,0,0,1
40192,0,.24561636,23,8,2.4117811,0,yes,180,1,0,1
40192,1,.24816018,23,8,2.4117811,0,yes,180,1,0,1
40316,0,.22923808,25,8,2.5293367,0,yes,60,0,0,1
40316,1,.48431841,25,8,2.5293367,0,yes,60,0,0,1
40318,0,.22499478,23,8,2.6573532,0,yes,60,0,0,0
40318,1,-.30943424,23,8,2.6573532,0,yes,60,0,0,0
40320,0,-1.1420957,25,8,3.1419656,1,yes,30,0,1,1
40320,1,-1.1892521,25,8,3.1419656,1,yes,30,0,1,1
40322,0,.14893954,24,8,2.4230156,0,yes,80,0,0,1
40322,1,.012786676,24,8,2.4230156,0,yes,80,0,0,1
40328,0,.94877285,22,8,2.8085544,0,yes,40,1,0,1
40328,1,.10535859,22,8,2.8085544,0,yes,40,1,0,1
40444,0,.66815186,34,8,4.5790925,1,yes,240,1,1,1
40444,1,.70670128,34,8,4.5790925,1,yes,240,1,1,1
40472,0,.48244968,25,8,2.7997401,0,yes,90,0,0,1
40472,1,.73661727,25,8,2.7997401,0,yes,90,0,0,1
40490,0,-.094636105,21,8,2.2997365,0,yes,200,1,0,1
40490,1,-.11804115,21,8,2.2997365,0,yes,200,1,0,1
41100,0,.14475405,23,7,2.6378334,0,yes,140,0,0,0
41100,1,.49711016,23,7,2.6378334,0,yes,140,0,0,0
41156,0,.4116751,20,7,2.4484098,0,yes,60,0,0,0
41156,1,-.704799,20,7,2.4484098,0,yes,60,0,0,0
41274,0,-.2319252,21,6,2.30598,0,yes,60,0,0,0
41274,1,-.71613008,21,6,2.30598,0,yes,60,0,0,0
41278,0,-.11688087,24,6,2.3615975,0,yes,20,0,0,0
41278,1,-.55369252,24,6,2.3615975,0,yes,20,0,0,0
41286,0,-.02529658,23,6,2.2320545,0,yes,60,1,0,1
41286,1,-.2232734,23,6,2.2320545,0,yes,60,1,0,1
41304,0,-.49294722,22,6,2.3107343,0,yes,2,1,0,0
41304,1,-.62548375,22,6,2.3107343,0,yes,2,1,0,0
41318,0,-1.2596043,22,6,2.8944988,0,yes,150,0,0,1
41318,1,-.012958862,22,6,2.8944988,0,yes,150,0,0,1
41320,0,-.31906465,22,6,2.0357277,0,yes,160,1,0,1
41320,1,-.61005628,22,6,2.0357277,0,yes,160,1,0,1
41334,0,-.25285846,23,6,2.3744655,0,yes,120,0,0,0
41334,1,-.19123812,23,6,2.3744655,0,yes,120,0,0,0
41340,0,-.2806561,25,6,2.0534735,0,yes,60,1,1,0
41340,1,.29902825,25,6,2.0534735,0,yes,60,1,1,0
41344,0,-.37351438,24,6,2.2516668,0,yes,40,1,0,0
41344,1,-.42296723,24,6,2.2516668,0,yes,40,1,0,0
41818,0,-.12134121,23,6,1.5676389,0,yes,40,0,0,1
41818,1,-.42926973,23,6,1.5676389,0,yes,40,0,0,1
42098,0,-.044321816,21,5,2.1436677,0,yes,20,0,0,0
42098,1,-1.0122516,21,5,2.1436677,0,yes,20,0,0,0
42104,0,-.33475247,21,5,2.0368733,0,yes,20,0,0,1
42104,1,-.49606562,21,5,2.0368733,0,yes,20,0,0,1
42108,0,.33541527,23,5,2.180999,0,yes,165,1,0,1
42108,1,.44714886,23,5,2.180999,0,yes,165,1,0,1
42112,0,-.14875236,22,5,2.2019689,0,yes,60,1,0,0
42112,1,.098750725,22,5,2.2019689,0,yes,60,1,0,0
42308,0,-.11561139,23,5,2.1777735,0,yes,190,0,1,1
42308,1,-.59001195,23,5,2.1777735,0,yes,190,0,1,1
42350,0,-.096313052,27,5,2.1230488,0,yes,90,1,1,0
42350,1,-.012373146,27,5,2.1230488,0,yes,90,1,1,0
42584,0,-1.6277931,21,4,2.4338334,0,yes,25,0,0,0
42584,1,-1.6331452,21,4,2.4338334,0,yes,25,0,0,0
42592,0,.042018514,23,4,2.1660967,0,yes,120,0,0,1
42592,1,-.21126534,23,4,2.1660967,0,yes,120,0,0,1
42594,0,-.31454426,20,4,2.0382111,0,yes,90,0,0,0
42594,1,-.4029415,20,4,2.0382111,0,yes,90,0,0,0
42618,0,-.95753944,22,4,2.4991667,0,yes,30,1,0,1
42618,1,-1.071727,22,4,2.4991667,0,yes,30,1,0,1
42624,0,.32374704,23,4,2.1169591,0,yes,180,0,0,1
42624,1,.6852777,23,4,2.1169591,0,yes,180,0,0,1
42628,0,-.37955287,22,4,2.6698179,0,yes,140,1,0,1
42628,1,-.03881922,22,4,2.6698179,0,yes,140,1,0,1
43254,0,-.077869602,21,3,2.0256157,0,yes,120,0,0,0
43254,1,1.1274533,21,3,2.0256157,0,yes,120,0,0,0
43264,0,-1.1921372,22,3,2.1834314,0,yes,210,1,0,1
43264,1,-.73621076,22,3,2.1834314,0,yes,210,1,0,1
43270,0,-.98646373,25,3,2.6007185,0,yes,180,0,0,1
43270,1,-1.0688424,25,3,2.6007185,0,yes,180,0,0,1
43278,0,-.3989113,23,3,1.8964972,0,yes,120,0,0,1
43278,1,-.10568639,23,3,1.8964972,0,yes,120,0,0,1
43280,0,.13146006,22,3,2.16099,0,yes,20,0,0,0
43280,1,.62932831,22,3,2.16099,0,yes,20,0,0,0
43286,0,-.066075318,20,3,2.3404601,0,yes,20,0,0,1
43286,1,-.078662932,20,3,2.3404601,0,yes,20,0,0,1
43288,0,-1.0929021,21,3,2.3061087,0,yes,105,1,0,1
43288,1,-1.4889405,21,3,2.3061087,0,yes,105,1,0,1
43514,0,-1.1782786,23,3,2.4673429,0,yes,80,1,0,0
43514,1,-1.2544004,23,3,2.4673429,0,yes,80,1,0,0
43520,0,-.4932391,23,3,1.6894429,0,yes,80,1,0,0
43520,1,-1.1976695,23,3,1.6894429,0,yes,80,1,0,0
43528,0,-1.468038,22,3,2.0830257,0,yes,120,1,0,0
43528,1,-1.7850519,22,3,2.0830257,0,yes,120,1,0,0
43534,0,-.63946182,23,3,2.3380985,0,yes,180,1,0,1
43534,1,-.1849664,23,3,2.3380985,0,yes,180,1,0,1
43538,0,-.52250844,27,4,2.2302721,1,yes,90,0,1,0
43538,1,-1.0220517,27,4,2.2302721,1,yes,90,0,1,0
43542,0,-.27729517,28,4.5,1.9261174,1,yes,30,0,1,0
43542,1,-.79977494,28,4.5,1.9261174,1,yes,30,0,1,0
43556,0,.28246206,26,3.5,2.3313868,0,yes,40,0,1,0
43556,1,-.75359112,26,3.5,2.3313868,0,yes,40,0,1,0
43926,0,-.6409058,22,3,2.8931179,0,yes,50,1,0,1
43926,1,-.62675142,22,3,2.8931179,0,yes,50,1,0,1
43952,0,.071959049,24,3,2.2289779,0,yes,140,0,0,0
43952,1,-1.0274526,24,3,2.2289779,0,yes,140,0,0,0
44266,0,-1.1966077,19,2.5,2.1462648,0,yes,55,1,0,1
44266,1,-.7820183,19,2.5,2.1462648,0,yes,55,1,0,1
44408,0,-.33302879,22,2.5,1.6431301,0,yes,180,0,0,1
44408,1,.41094193,22,2.5,1.6431301,0,yes,180,0,0,1
44782,0,-.13177224,23,2,2.7881098,0,yes,60,1,0,1
44782,1,.057903696,23,2,2.7881098,0,yes,60,1,0,1
44784,0,-.74381763,31,2,2.4996901,0,yes,30,1,0,1
44784,1,-.51251823,31,2,2.4996901,0,yes,30,1,0,1
45238,0,-.044172138,22,2,1.6785461,0,yes,40,1,0,1
45238,1,.69491816,22,2,1.6785461,0,yes,40,1,0,1
47274,0,-.89072782,24,25,1.989655,0,yes,40,1,0,0
47274,1,-.40864393,24,25,1.989655,0,yes,40,1,0,0
